==== Training 784x10x10 ANN ======
Epoch 31: 9211 / 10000
Epoch 32: 9208 / 10000
Epoch 33: 9214 / 10000
Epoch 34: 9253 / 10000
Epoch 35: 9246 / 10000
Epoch 36: 9222 / 10000
Epoch 37: 9266 / 10000
Epoch 38: 9248 / 10000
Epoch 39: 9246 / 10000
Epoch 40: 9218 / 10000
Epoch 41: 9266 / 10000
Epoch 42: 9214 / 10000
Epoch 43: 9217 / 10000
Epoch 44: 9231 / 10000
Epoch 45: 9263 / 10000
Epoch 46: 9186 / 10000
Epoch 47: 9243 / 10000
Epoch 48: 9260 / 10000
Epoch 49: 9215 / 10000
==== Training 784x10x20x10 ANN DONE... ======
==== Training 784x10x30x10 ANN ======
Epoch 0: 8875 / 10000
Epoch 1: 9004 / 10000
Epoch 2: 9116 / 10000
Epoch 3: 9115 / 10000
Epoch 4: 9181 / 10000
Epoch 5: 9133 / 10000
Epoch 6: 9146 / 10000
Epoch 7: 9196 / 10000
Epoch 8: 9229 / 10000
Epoch 9: 9209 / 10000
Epoch 10: 9192 / 10000
Epoch 11: 9243 / 10000
Epoch 12: 9237 / 10000
Epoch 13: 9275 / 10000
Epoch 14: 9217 / 10000
Epoch 15: 9244 / 10000
Epoch 16: 9214 / 10000
Epoch 17: 9276 / 10000
Epoch 18: 9235 / 10000
Epoch 19: 9279 / 10000
Epoch 20: 9245 / 10000
Epoch 21: 9278 / 10000
Epoch 22: 9315 / 10000
Epoch 23: 9253 / 10000
Epoch 24: 9305 / 10000
Epoch 25: 9277 / 10000
Epoch 26: 9291 / 10000
Epoch 27: 9280 / 10000
Epoch 28: 9264 / 10000
Epoch 29: 9255 / 10000
Epoch 30: 9252 / 10000
Epoch 31: 9288 / 10000
Epoch 32: 9309 / 10000
Epoch 33: 9256 / 10000
Epoch 34: 9231 / 10000
Epoch 35: 9282 / 10000
Epoch 36: 9250 / 10000
Epoch 37: 9269 / 10000
Epoch 38: 9307 / 10000
Epoch 39: 9273 / 10000
Epoch 40: 9254 / 10000
Epoch 41: 9300 / 10000
Epoch 42: 9277 / 10000
Epoch 43: 9253 / 10000
Epoch 44: 9241 / 10000
Epoch 45: 9302 / 10000
Epoch 46: 9298 / 10000
Epoch 47: 9278 / 10000
Epoch 48: 9262 / 10000
Epoch 49: 9311 / 10000
==== Training 784x10x30x10 ANN DONE... ======
==== Training 784x10x40x10 ANN ======
Epoch 0: 8790 / 10000
Epoch 1: 8943 / 10000
Epoch 2: 9019 / 10000
Epoch 3: 9128 / 10000
Epoch 4: 9136 / 10000
Epoch 5: 9175 / 10000
Epoch 6: 9134 / 10000
Epoch 7: 9179 / 10000
Epoch 8: 9201 / 10000
Epoch 9: 9189 / 10000
Epoch 10: 9162 / 10000
Epoch 11: 9099 / 10000
Epoch 12: 9210 / 10000
Epoch 13: 9216 / 10000
Epoch 14: 9248 / 10000
Epoch 15: 9237 / 10000
Epoch 16: 9246 / 10000
Epoch 17: 9083 / 10000
Epoch 18: 9230 / 10000
Epoch 19: 9191 / 10000
Epoch 20: 9304 / 10000
Epoch 21: 9289 / 10000
Epoch 22: 9253 / 10000
Epoch 23: 9260 / 10000
Epoch 24: 9292 / 10000
Epoch 25: 9278 / 10000
Epoch 26: 9260 / 10000
Epoch 27: 9285 / 10000
Epoch 28: 9295 / 10000
Epoch 29: 9273 / 10000
Epoch 30: 9274 / 10000
Epoch 31: 9275 / 10000
Epoch 32: 9242 / 10000
Epoch 33: 9262 / 10000
Epoch 34: 9215 / 10000
Epoch 35: 9255 / 10000
Epoch 36: 9281 / 10000
Epoch 37: 9279 / 10000
Epoch 38: 9271 / 10000
Epoch 39: 9287 / 10000
Epoch 40: 9268 / 10000
Epoch 41: 9230 / 10000
Epoch 42: 9263 / 10000
Epoch 43: 9286 / 10000
Epoch 44: 9264 / 10000
Epoch 45: 9273 / 10000
Epoch 46: 9249 / 10000
Epoch 47: 9233 / 10000
Epoch 48: 9281 / 10000
Epoch 49: 9262 / 10000
==== Training 784x10x40x10 ANN DONE... ======
==== Training 784x10x50x10 ANN ======
Epoch 0: 8656 / 10000
Epoch 1: 8828 / 10000
Epoch 2: 8925 / 10000
Epoch 3: 9062 / 10000
Epoch 4: 9090 / 10000
Epoch 5: 9132 / 10000
Epoch 6: 9078 / 10000
Epoch 7: 9163 / 10000
Epoch 8: 9170 / 10000
Epoch 9: 9187 / 10000
Epoch 10: 9215 / 10000
Epoch 11: 9162 / 10000
Epoch 12: 9186 / 10000
Epoch 13: 9225 / 10000
Epoch 14: 9233 / 10000
Epoch 15: 9262 / 10000
Epoch 16: 9221 / 10000
Epoch 17: 9129 / 10000
Epoch 18: 9258 / 10000
Epoch 19: 9185 / 10000
Epoch 20: 9230 / 10000
Epoch 21: 9222 / 10000
Epoch 22: 9250 / 10000
Epoch 23: 9197 / 10000
Epoch 24: 9176 / 10000
Epoch 25: 9238 / 10000
Epoch 26: 9283 / 10000
Epoch 27: 9255 / 10000
Epoch 28: 9224 / 10000
Epoch 29: 9239 / 10000
Epoch 30: 9250 / 10000
Epoch 31: 9244 / 10000
Epoch 32: 9202 / 10000
Epoch 33: 9239 / 10000
Epoch 34: 9216 / 10000
Epoch 35: 9243 / 10000
Epoch 36: 9273 / 10000
Epoch 37: 9260 / 10000
Epoch 38: 9267 / 10000
Epoch 39: 9248 / 10000
Epoch 40: 9256 / 10000
Epoch 41: 9255 / 10000
Epoch 42: 9242 / 10000
Epoch 43: 9256 / 10000
Epoch 44: 9231 / 10000
Epoch 45: 9239 / 10000
Epoch 46: 9256 / 10000
Epoch 47: 9225 / 10000
Epoch 48: 9249 / 10000
Epoch 49: 9261 / 10000
==== Training 784x10x50x10 ANN DONE... ======
==== Training 784x20x10x10 ANN ======
Epoch 0: 8681 / 10000
Epoch 1: 8975 / 10000
Epoch 2: 9077 / 10000
Epoch 3: 9094 / 10000
Epoch 4: 9131 / 10000
Epoch 5: 9176 / 10000
Epoch 6: 9233 / 10000
Epoch 7: 9282 / 10000
Epoch 8: 9276 / 10000
Epoch 9: 9290 / 10000
Epoch 10: 9215 / 10000
Epoch 11: 9248 / 10000
Epoch 12: 9330 / 10000
Epoch 13: 9318 / 10000
Epoch 14: 9370 / 10000
Epoch 15: 9343 / 10000
Epoch 16: 9361 / 10000
Epoch 17: 9314 / 10000
Epoch 18: 9326 / 10000
Epoch 19: 9371 / 10000
Epoch 20: 9383 / 10000
Epoch 21: 9366 / 10000
Epoch 22: 9375 / 10000
Epoch 23: 9369 / 10000
Epoch 24: 9359 / 10000
Epoch 25: 9394 / 10000
Epoch 26: 9373 / 10000
Epoch 27: 9388 / 10000
Epoch 28: 9389 / 10000
Epoch 29: 9369 / 10000
Epoch 30: 9368 / 10000
Epoch 31: 9379 / 10000
Epoch 32: 9405 / 10000
Epoch 33: 9410 / 10000
Epoch 34: 9408 / 10000
Epoch 35: 9387 / 10000
Epoch 36: 9388 / 10000
Epoch 37: 9375 / 10000
Epoch 38: 9394 / 10000
Epoch 39: 9377 / 10000
Epoch 40: 9381 / 10000
Epoch 41: 9421 / 10000
Epoch 42: 9411 / 10000
Epoch 43: 9396 / 10000
Epoch 44: 9404 / 10000
Epoch 45: 9422 / 10000
Epoch 46: 9405 / 10000
Epoch 47: 9395 / 10000
Epoch 48: 9411 / 10000
Epoch 49: 9433 / 10000
==== Training 784x20x10x10 ANN DONE... ======
==== Training 784x20x20x10 ANN ======
Epoch 0: 8954 / 10000
Epoch 1: 9179 / 10000
Epoch 2: 9220 / 10000
Epoch 3: 9267 / 10000
Epoch 4: 9327 / 10000
Epoch 5: 9307 / 10000
Epoch 6: 9337 / 10000
Epoch 7: 9352 / 10000
Epoch 8: 9368 / 10000
Epoch 9: 9342 / 10000
Epoch 10: 9414 / 10000
Epoch 11: 9391 / 10000
Epoch 12: 9384 / 10000
Epoch 13: 9403 / 10000
Epoch 14: 9371 / 10000
Epoch 15: 9421 / 10000
Epoch 16: 9372 / 10000
Epoch 17: 9391 / 10000
Epoch 18: 9416 / 10000
Epoch 19: 9394 / 10000
Epoch 20: 9407 / 10000
Epoch 21: 9412 / 10000
Epoch 22: 9402 / 10000
Epoch 23: 9411 / 10000
Epoch 24: 9375 / 10000
Epoch 25: 9407 / 10000
Epoch 26: 9432 / 10000
Epoch 27: 9405 / 10000
Epoch 28: 9397 / 10000
Epoch 29: 9401 / 10000
Epoch 30: 9404 / 10000
Epoch 31: 9391 / 10000
Epoch 32: 9405 / 10000
Epoch 33: 9424 / 10000
Epoch 34: 9406 / 10000
Epoch 35: 9441 / 10000
Epoch 36: 9359 / 10000
Epoch 37: 9420 / 10000
Epoch 38: 9422 / 10000
Epoch 39: 9439 / 10000
Epoch 40: 9430 / 10000
Epoch 41: 9436 / 10000
Epoch 42: 9436 / 10000
Epoch 43: 9402 / 10000
Epoch 44: 9433 / 10000
Epoch 45: 9427 / 10000
Epoch 46: 9421 / 10000
Epoch 47: 9421 / 10000
Epoch 48: 9410 / 10000
Epoch 49: 9425 / 10000
==== Training 784x20x20x10 ANN DONE... ======
==== Training 784x20x30x10 ANN ======
Epoch 0: 8873 / 10000
Epoch 1: 9141 / 10000
Epoch 2: 9187 / 10000
Epoch 3: 9231 / 10000
Epoch 4: 9276 / 10000
Epoch 5: 9313 / 10000
Epoch 6: 9312 / 10000
Epoch 7: 9363 / 10000
Epoch 8: 9337 / 10000
Epoch 9: 9329 / 10000
Epoch 10: 9309 / 10000
Epoch 11: 9347 / 10000
Epoch 12: 9353 / 10000
Epoch 13: 9396 / 10000
Epoch 14: 9377 / 10000
Epoch 15: 9366 / 10000
Epoch 16: 9378 / 10000
Epoch 17: 9388 / 10000
Epoch 18: 9373 / 10000
Epoch 19: 9395 / 10000
Epoch 20: 9425 / 10000
Epoch 21: 9387 / 10000
Epoch 22: 9406 / 10000
Epoch 23: 9431 / 10000
Epoch 24: 9424 / 10000
Epoch 25: 9412 / 10000
Epoch 26: 9424 / 10000
Epoch 27: 9424 / 10000
Epoch 28: 9416 / 10000
Epoch 29: 9419 / 10000
Epoch 30: 9439 / 10000
Epoch 31: 9394 / 10000
Epoch 32: 9398 / 10000
Epoch 33: 9416 / 10000
Epoch 34: 9418 / 10000
Epoch 35: 9415 / 10000
Epoch 36: 9426 / 10000
Epoch 37: 9429 / 10000
Epoch 38: 9370 / 10000
Epoch 39: 9423 / 10000
Epoch 40: 9394 / 10000
Epoch 41: 9436 / 10000
Epoch 42: 9382 / 10000
Epoch 43: 9390 / 10000
Epoch 44: 9420 / 10000
Epoch 45: 9413 / 10000
Epoch 46: 9436 / 10000
Epoch 47: 9419 / 10000
Epoch 48: 9427 / 10000
Epoch 49: 9403 / 10000
==== Training 784x20x30x10 ANN DONE... ======
==== Training 784x20x40x10 ANN ======
Epoch 0: 8936 / 10000
Epoch 1: 9078 / 10000
Epoch 2: 9185 / 10000
Epoch 3: 9300 / 10000
Epoch 4: 9306 / 10000
Epoch 5: 9346 / 10000
Epoch 6: 9369 / 10000
Epoch 7: 9372 / 10000
Epoch 8: 9381 / 10000
Epoch 9: 9348 / 10000
Epoch 10: 9344 / 10000
Epoch 11: 9422 / 10000
Epoch 12: 9441 / 10000
Epoch 13: 9421 / 10000
Epoch 14: 9429 / 10000
Epoch 15: 9419 / 10000
Epoch 16: 9425 / 10000
Epoch 17: 9415 / 10000
Epoch 18: 9453 / 10000
Epoch 19: 9480 / 10000
Epoch 20: 9430 / 10000
Epoch 21: 9424 / 10000
Epoch 22: 9457 / 10000
Epoch 23: 9436 / 10000
Epoch 24: 9451 / 10000
Epoch 25: 9464 / 10000
Epoch 26: 9473 / 10000
Epoch 27: 9450 / 10000
Epoch 28: 9470 / 10000
Epoch 29: 9429 / 10000
Epoch 30: 9417 / 10000
Epoch 31: 9449 / 10000
Epoch 32: 9467 / 10000
Epoch 33: 9464 / 10000
Epoch 34: 9464 / 10000
Epoch 35: 9465 / 10000
Epoch 36: 9477 / 10000
Epoch 37: 9464 / 10000
Epoch 38: 9432 / 10000
Epoch 39: 9499 / 10000
Epoch 40: 9476 / 10000
Epoch 41: 9471 / 10000
Epoch 42: 9459 / 10000
Epoch 43: 9433 / 10000
Epoch 44: 9475 / 10000
Epoch 45: 9433 / 10000
Epoch 46: 9450 / 10000
Epoch 47: 9450 / 10000
Epoch 48: 9457 / 10000
Epoch 49: 9461 / 10000
==== Training 784x20x40x10 ANN DONE... ======
==== Training 784x20x50x10 ANN ======
Epoch 0: 8981 / 10000
Epoch 1: 9215 / 10000
Epoch 2: 9302 / 10000
Epoch 3: 9286 / 10000
Epoch 4: 9329 / 10000
Epoch 5: 9367 / 10000
Epoch 6: 9296 / 10000
Epoch 7: 9403 / 10000
Epoch 8: 9422 / 10000
Epoch 9: 9419 / 10000
Epoch 10: 9430 / 10000
Epoch 11: 9425 / 10000
Epoch 12: 9444 / 10000
Epoch 13: 9448 / 10000
Epoch 14: 9443 / 10000
Epoch 15: 9449 / 10000
Epoch 16: 9449 / 10000
Epoch 17: 9447 / 10000
Epoch 18: 9418 / 10000
Epoch 19: 9424 / 10000
Epoch 20: 9458 / 10000
Epoch 21: 9453 / 10000
Epoch 22: 9458 / 10000
Epoch 23: 9455 / 10000
Epoch 24: 9415 / 10000
Epoch 25: 9463 / 10000
Epoch 26: 9460 / 10000
Epoch 27: 9432 / 10000
Epoch 28: 9442 / 10000
Epoch 29: 9460 / 10000
Epoch 30: 9464 / 10000
Epoch 31: 9443 / 10000
Epoch 32: 9451 / 10000
Epoch 33: 9456 / 10000
Epoch 34: 9473 / 10000
Epoch 35: 9490 / 10000
Epoch 36: 9464 / 10000
Epoch 37: 9460 / 10000
Epoch 38: 9484 / 10000
Epoch 39: 9482 / 10000
Epoch 40: 9450 / 10000
Epoch 41: 9464 / 10000
Epoch 42: 9474 / 10000
Epoch 43: 9458 / 10000
Epoch 44: 9467 / 10000
Epoch 45: 9469 / 10000
Epoch 46: 9455 / 10000
Epoch 47: 9481 / 10000
Epoch 48: 9487 / 10000
Epoch 49: 9471 / 10000
==== Training 784x20x50x10 ANN DONE... ======
==== Training 784x30x10x10 ANN ======
Epoch 0: 8776 / 10000
Epoch 1: 9033 / 10000
Epoch 2: 9098 / 10000
Epoch 3: 9168 / 10000
Epoch 4: 9198 / 10000
Epoch 5: 9285 / 10000
Epoch 6: 9305 / 10000
Epoch 7: 9331 / 10000
Epoch 8: 9292 / 10000
Epoch 9: 9308 / 10000
Epoch 10: 9360 / 10000
Epoch 11: 9356 / 10000
Epoch 12: 9362 / 10000
Epoch 13: 9367 / 10000
Epoch 14: 9420 / 10000
Epoch 15: 9381 / 10000
Epoch 16: 9314 / 10000
Epoch 17: 9393 / 10000
Epoch 18: 9420 / 10000
Epoch 19: 9452 / 10000
Epoch 20: 9398 / 10000
Epoch 21: 9421 / 10000
Epoch 22: 9388 / 10000
Epoch 23: 9434 / 10000
Epoch 24: 9387 / 10000
Epoch 25: 9391 / 10000
Epoch 26: 9446 / 10000
Epoch 27: 9433 / 10000
Epoch 28: 9434 / 10000
Epoch 29: 9421 / 10000
Epoch 30: 9415 / 10000
Epoch 31: 9441 / 10000
Epoch 32: 9447 / 10000
Epoch 33: 9412 / 10000
Epoch 34: 9414 / 10000
Epoch 35: 9415 / 10000
Epoch 36: 9408 / 10000
Epoch 37: 9409 / 10000
Epoch 38: 9443 / 10000
Epoch 39: 9443 / 10000
Epoch 40: 9434 / 10000
Epoch 41: 9457 / 10000
Epoch 42: 9427 / 10000
Epoch 43: 9432 / 10000
Epoch 44: 9438 / 10000
Epoch 45: 9474 / 10000
Epoch 46: 9478 / 10000
Epoch 47: 9473 / 10000
Epoch 48: 9431 / 10000
Epoch 49: 9445 / 10000
==== Training 784x30x10x10 ANN DONE... ======
==== Training 784x30x20x10 ANN ======
Epoch 0: 9015 / 10000
Epoch 1: 9170 / 10000
Epoch 2: 9271 / 10000
Epoch 3: 9335 / 10000
Epoch 4: 9361 / 10000
Epoch 5: 9406 / 10000
Epoch 6: 9418 / 10000
Epoch 7: 9434 / 10000
Epoch 8: 9441 / 10000
Epoch 9: 9447 / 10000
Epoch 10: 9410 / 10000
Epoch 11: 9455 / 10000
Epoch 12: 9478 / 10000
Epoch 13: 9474 / 10000
Epoch 14: 9481 / 10000
Epoch 15: 9451 / 10000
Epoch 16: 9521 / 10000
Epoch 17: 9491 / 10000
Epoch 18: 9524 / 10000
Epoch 19: 9500 / 10000
Epoch 20: 9532 / 10000
Epoch 21: 9502 / 10000
Epoch 22: 9509 / 10000
Epoch 23: 9530 / 10000
Epoch 24: 9510 / 10000
Epoch 25: 9525 / 10000
Epoch 26: 9478 / 10000
Epoch 27: 9510 / 10000
Epoch 28: 9538 / 10000
Epoch 29: 9534 / 10000
Epoch 30: 9535 / 10000
Epoch 31: 9535 / 10000
Epoch 32: 9560 / 10000
Epoch 33: 9535 / 10000
Epoch 34: 9522 / 10000
Epoch 35: 9526 / 10000
Epoch 36: 9527 / 10000
Epoch 37: 9534 / 10000
Epoch 38: 9543 / 10000
Epoch 39: 9536 / 10000
Epoch 40: 9508 / 10000
Epoch 41: 9530 / 10000
Epoch 42: 9513 / 10000
Epoch 43: 9559 / 10000
Epoch 44: 9533 / 10000
Epoch 45: 9514 / 10000
Epoch 46: 9513 / 10000
Epoch 47: 9545 / 10000
Epoch 48: 9536 / 10000
Epoch 49: 9533 / 10000
==== Training 784x30x20x10 ANN DONE... ======
==== Training 784x30x30x10 ANN ======
Epoch 0: 8077 / 10000
Epoch 1: 8248 / 10000
Epoch 2: 8350 / 10000
Epoch 3: 8408 / 10000
Epoch 4: 9254 / 10000
Epoch 5: 9327 / 10000
Epoch 6: 9308 / 10000
Epoch 7: 9390 / 10000
Epoch 8: 9393 / 10000
Epoch 9: 9421 / 10000
Epoch 10: 9374 / 10000
Epoch 11: 9405 / 10000
Epoch 12: 9368 / 10000
Epoch 13: 9429 / 10000
Epoch 14: 9430 / 10000
Epoch 15: 9449 / 10000
Epoch 16: 9431 / 10000
Epoch 17: 9462 / 10000
Epoch 18: 9403 / 10000
Epoch 19: 9451 / 10000
Epoch 20: 9446 / 10000
Epoch 21: 9431 / 10000
Epoch 22: 9435 / 10000
Epoch 23: 9429 / 10000
Epoch 24: 9450 / 10000
Epoch 25: 9424 / 10000
Epoch 26: 9461 / 10000
Epoch 27: 9466 / 10000
Epoch 28: 9478 / 10000
Epoch 29: 9467 / 10000
Epoch 30: 9469 / 10000
Epoch 31: 9453 / 10000
Epoch 32: 9462 / 10000
Epoch 33: 9488 / 10000
Epoch 34: 9479 / 10000
Epoch 35: 9474 / 10000
Epoch 36: 9468 / 10000
Epoch 37: 9456 / 10000
Epoch 38: 9476 / 10000
Epoch 39: 9486 / 10000
Epoch 40: 9501 / 10000
Epoch 41: 9477 / 10000
Epoch 42: 9479 / 10000
Epoch 43: 9498 / 10000
Epoch 44: 9472 / 10000
Epoch 45: 9472 / 10000
Epoch 46: 9477 / 10000
Epoch 47: 9477 / 10000
Epoch 48: 9488 / 10000
Epoch 49: 9464 / 10000
==== Training 784x30x30x10 ANN DONE... ======
==== Training 784x30x40x10 ANN ======
Epoch 0: 8949 / 10000
Epoch 1: 9179 / 10000
Epoch 2: 9290 / 10000
Epoch 3: 9329 / 10000
Epoch 4: 9323 / 10000
Epoch 5: 9403 / 10000
Epoch 6: 9377 / 10000
Epoch 7: 9406 / 10000
Epoch 8: 9455 / 10000
Epoch 9: 9436 / 10000
Epoch 10: 9442 / 10000
Epoch 11: 9470 / 10000
Epoch 12: 9481 / 10000
Epoch 13: 9496 / 10000
Epoch 14: 9447 / 10000
Epoch 15: 9462 / 10000
Epoch 16: 9479 / 10000
Epoch 17: 9498 / 10000
Epoch 18: 9481 / 10000
Epoch 19: 9492 / 10000
Epoch 20: 9492 / 10000
Epoch 21: 9494 / 10000
Epoch 22: 9512 / 10000
Epoch 23: 9496 / 10000
Epoch 24: 9512 / 10000
Epoch 25: 9512 / 10000
Epoch 26: 9501 / 10000
Epoch 27: 9500 / 10000
Epoch 28: 9485 / 10000
Epoch 29: 9539 / 10000
Epoch 30: 9519 / 10000
Epoch 31: 9499 / 10000
Epoch 32: 9528 / 10000
Epoch 33: 9523 / 10000
Epoch 34: 9511 / 10000
Epoch 35: 9516 / 10000
Epoch 36: 9501 / 10000
Epoch 37: 9533 / 10000
Epoch 38: 9527 / 10000
Epoch 39: 9504 / 10000
Epoch 40: 9514 / 10000
Epoch 41: 9519 / 10000
Epoch 42: 9526 / 10000
Epoch 43: 9523 / 10000
Epoch 44: 9522 / 10000
Epoch 45: 9513 / 10000
Epoch 46: 9518 / 10000
Epoch 47: 9510 / 10000
Epoch 48: 9514 / 10000
Epoch 49: 9517 / 10000
==== Training 784x30x40x10 ANN DONE... ======
==== Training 784x30x50x10 ANN ======
Epoch 0: 9000 / 10000
Epoch 1: 9134 / 10000
Epoch 2: 9274 / 10000
Epoch 3: 9297 / 10000
Epoch 4: 9306 / 10000
Epoch 5: 9366 / 10000
Epoch 6: 9371 / 10000
Epoch 7: 9400 / 10000
Epoch 8: 9433 / 10000
Epoch 9: 9398 / 10000
Epoch 10: 9411 / 10000
Epoch 11: 9448 / 10000
Epoch 12: 9467 / 10000
Epoch 13: 9479 / 10000
Epoch 14: 9452 / 10000
Epoch 15: 9461 / 10000
Epoch 16: 9447 / 10000
Epoch 17: 9497 / 10000
Epoch 18: 9484 / 10000
Epoch 19: 9506 / 10000
Epoch 20: 9490 / 10000
Epoch 21: 9481 / 10000
Epoch 22: 9512 / 10000
Epoch 23: 9522 / 10000
Epoch 24: 9505 / 10000
Epoch 25: 9501 / 10000
Epoch 26: 9492 / 10000
Epoch 27: 9487 / 10000
Epoch 28: 9474 / 10000
Epoch 29: 9516 / 10000
Epoch 30: 9487 / 10000
Epoch 31: 9517 / 10000
Epoch 32: 9496 / 10000
Epoch 33: 9500 / 10000
Epoch 34: 9521 / 10000
Epoch 35: 9503 / 10000
Epoch 36: 9495 / 10000
Epoch 37: 9512 / 10000
Epoch 38: 9509 / 10000
Epoch 39: 9523 / 10000
Epoch 40: 9486 / 10000
Epoch 41: 9509 / 10000
Epoch 42: 9503 / 10000
Epoch 43: 9507 / 10000
Epoch 44: 9502 / 10000
Epoch 45: 9514 / 10000
Epoch 46: 9519 / 10000
Epoch 47: 9520 / 10000
Epoch 48: 9527 / 10000
Epoch 49: 9524 / 10000
==== Training 784x30x50x10 ANN DONE... ======
==== Training 784x40x10x10 ANN ======
Epoch 0: 8885 / 10000
Epoch 1: 9117 / 10000
Epoch 2: 9174 / 10000
Epoch 3: 9283 / 10000
Epoch 4: 9310 / 10000
Epoch 5: 9359 / 10000
Epoch 6: 9337 / 10000
Epoch 7: 9403 / 10000
Epoch 8: 9426 / 10000
Epoch 9: 9410 / 10000
Epoch 10: 9428 / 10000
Epoch 11: 9436 / 10000
Epoch 12: 9451 / 10000
Epoch 13: 9444 / 10000
Epoch 14: 9354 / 10000
Epoch 15: 9436 / 10000
Epoch 16: 9444 / 10000
Epoch 17: 9483 / 10000
Epoch 18: 9464 / 10000
Epoch 19: 9443 / 10000
Epoch 20: 9462 / 10000
Epoch 21: 9468 / 10000
Epoch 22: 9464 / 10000
Epoch 23: 9466 / 10000
Epoch 24: 9471 / 10000
Epoch 25: 9473 / 10000
Epoch 26: 9492 / 10000
Epoch 27: 9460 / 10000
Epoch 28: 9461 / 10000
Epoch 29: 9461 / 10000
Epoch 30: 9502 / 10000
Epoch 31: 9485 / 10000
Epoch 32: 9503 / 10000
Epoch 33: 9466 / 10000
Epoch 34: 9493 / 10000
Epoch 35: 9440 / 10000
Epoch 36: 9499 / 10000
Epoch 37: 9433 / 10000
Epoch 38: 9475 / 10000
Epoch 39: 9486 / 10000
Epoch 40: 9497 / 10000
Epoch 41: 9460 / 10000
Epoch 42: 9478 / 10000
Epoch 43: 9495 / 10000
Epoch 44: 9506 / 10000
Epoch 45: 9455 / 10000
Epoch 46: 9513 / 10000
Epoch 47: 9491 / 10000
Epoch 48: 9462 / 10000
Epoch 49: 9488 / 10000
==== Training 784x40x10x10 ANN DONE... ======
==== Training 784x40x20x10 ANN ======
Epoch 0: 8959 / 10000
Epoch 1: 9177 / 10000
Epoch 2: 9308 / 10000
Epoch 3: 9341 / 10000
Epoch 4: 9401 / 10000
Epoch 5: 9403 / 10000
Epoch 6: 9418 / 10000
Epoch 7: 9437 / 10000
Epoch 8: 9432 / 10000
Epoch 9: 9465 / 10000
Epoch 10: 9479 / 10000
Epoch 11: 9484 / 10000
Epoch 12: 9480 / 10000
Epoch 13: 9454 / 10000
Epoch 14: 9464 / 10000
Epoch 15: 9496 / 10000
Epoch 16: 9511 / 10000
Epoch 17: 9487 / 10000
Epoch 18: 9478 / 10000
Epoch 19: 9515 / 10000
Epoch 20: 9533 / 10000
Epoch 21: 9537 / 10000
Epoch 22: 9493 / 10000
Epoch 23: 9507 / 10000
Epoch 24: 9531 / 10000
Epoch 25: 9506 / 10000
Epoch 26: 9510 / 10000
Epoch 27: 9524 / 10000
Epoch 28: 9528 / 10000
Epoch 29: 9521 / 10000
Epoch 30: 9521 / 10000
Epoch 31: 9499 / 10000
Epoch 32: 9505 / 10000
Epoch 33: 9524 / 10000
Epoch 34: 9514 / 10000
Epoch 35: 9541 / 10000
Epoch 36: 9549 / 10000
Epoch 37: 9529 / 10000
Epoch 38: 9538 / 10000
Epoch 39: 9539 / 10000
Epoch 40: 9513 / 10000
Epoch 41: 9549 / 10000
Epoch 42: 9521 / 10000
Epoch 43: 9523 / 10000
Epoch 44: 9542 / 10000
Epoch 45: 9548 / 10000
Epoch 46: 9537 / 10000
Epoch 47: 9504 / 10000
Epoch 48: 9529 / 10000
Epoch 49: 9514 / 10000
==== Training 784x40x20x10 ANN DONE... ======
==== Training 784x40x30x10 ANN ======
Epoch 0: 9097 / 10000
Epoch 1: 9195 / 10000
Epoch 2: 9311 / 10000
Epoch 3: 9374 / 10000
Epoch 4: 9382 / 10000
Epoch 5: 9380 / 10000
Epoch 6: 9420 / 10000
Epoch 7: 9432 / 10000
Epoch 8: 9451 / 10000
Epoch 9: 9449 / 10000
Epoch 10: 9475 / 10000
Epoch 11: 9489 / 10000
Epoch 12: 9462 / 10000
Epoch 13: 9508 / 10000
Epoch 14: 9482 / 10000
Epoch 15: 9500 / 10000
Epoch 16: 9532 / 10000
Epoch 17: 9512 / 10000
Epoch 18: 9505 / 10000
Epoch 19: 9492 / 10000
Epoch 20: 9520 / 10000
Epoch 21: 9489 / 10000
Epoch 22: 9533 / 10000
Epoch 23: 9541 / 10000
Epoch 24: 9521 / 10000
Epoch 25: 9527 / 10000
Epoch 26: 9558 / 10000
Epoch 27: 9536 / 10000
Epoch 28: 9566 / 10000
Epoch 29: 9535 / 10000
Epoch 30: 9520 / 10000
Epoch 31: 9515 / 10000
Epoch 32: 9516 / 10000
Epoch 33: 9545 / 10000
Epoch 34: 9534 / 10000
Epoch 35: 9525 / 10000
Epoch 36: 9532 / 10000
Epoch 37: 9540 / 10000
Epoch 38: 9552 / 10000
Epoch 39: 9555 / 10000
Epoch 40: 9542 / 10000
Epoch 41: 9554 / 10000
Epoch 42: 9550 / 10000
Epoch 43: 9576 / 10000
Epoch 44: 9561 / 10000
Epoch 45: 9536 / 10000
Epoch 46: 9555 / 10000
Epoch 47: 9531 / 10000
Epoch 48: 9552 / 10000
Epoch 49: 9561 / 10000
==== Training 784x40x30x10 ANN DONE... ======
==== Training 784x40x40x10 ANN ======
Epoch 0: 8999 / 10000
Epoch 1: 9242 / 10000
Epoch 2: 9237 / 10000
Epoch 3: 9349 / 10000
Epoch 4: 9384 / 10000
Epoch 5: 9401 / 10000
Epoch 6: 9431 / 10000
Epoch 7: 9438 / 10000
Epoch 8: 9482 / 10000
Epoch 9: 9480 / 10000
