==== Training 784x10x10x10 ANN ======
Epoch 25: 9375 / 10000
Epoch 26: 9374 / 10000
Epoch 27: 9390 / 10000
Epoch 28: 9381 / 10000
Epoch 29: 9391 / 10000
Epoch 30: 9391 / 10000
Epoch 31: 9392 / 10000
Epoch 32: 9398 / 10000
Epoch 33: 9395 / 10000
Epoch 34: 9399 / 10000
Epoch 35: 9407 / 10000
Epoch 36: 9398 / 10000
Epoch 37: 9408 / 10000
Epoch 38: 9400 / 10000
Epoch 39: 9399 / 10000
Epoch 40: 9403 / 10000
Epoch 41: 9409 / 10000
Epoch 42: 9410 / 10000
Epoch 43: 9411 / 10000
Epoch 44: 9404 / 10000
Epoch 45: 9414 / 10000
Epoch 46: 9409 / 10000
Epoch 47: 9405 / 10000
Epoch 48: 9415 / 10000
Epoch 49: 9418 / 10000
==== Training 784x40x20x10 ANN DONE... ======
==== Training 784x40x30x10 ANN ======
Epoch 0: 7390 / 10000
Epoch 1: 8385 / 10000
Epoch 2: 8741 / 10000
Epoch 3: 8876 / 10000
Epoch 4: 8972 / 10000
Epoch 5: 9021 / 10000
Epoch 6: 9091 / 10000
Epoch 7: 9107 / 10000
Epoch 8: 9154 / 10000
Epoch 9: 9166 / 10000
Epoch 10: 9198 / 10000
Epoch 11: 9233 / 10000
Epoch 12: 9235 / 10000
Epoch 13: 9255 / 10000
Epoch 14: 9269 / 10000
Epoch 15: 9273 / 10000
Epoch 16: 9307 / 10000
Epoch 17: 9308 / 10000
Epoch 18: 9314 / 10000
Epoch 19: 9324 / 10000
Epoch 20: 9325 / 10000
Epoch 21: 9338 / 10000
Epoch 22: 9336 / 10000
Epoch 23: 9348 / 10000
Epoch 24: 9345 / 10000
Epoch 25: 9352 / 10000
Epoch 26: 9352 / 10000
Epoch 27: 9364 / 10000
Epoch 28: 9352 / 10000
Epoch 29: 9374 / 10000
Epoch 30: 9371 / 10000
Epoch 31: 9366 / 10000
Epoch 32: 9374 / 10000
Epoch 33: 9384 / 10000
Epoch 34: 9390 / 10000
Epoch 35: 9394 / 10000
Epoch 36: 9400 / 10000
Epoch 37: 9386 / 10000
Epoch 38: 9399 / 10000
Epoch 39: 9388 / 10000
Epoch 40: 9391 / 10000
Epoch 41: 9401 / 10000
Epoch 42: 9396 / 10000
Epoch 43: 9389 / 10000
Epoch 44: 9415 / 10000
Epoch 45: 9402 / 10000
Epoch 46: 9411 / 10000
Epoch 47: 9404 / 10000
Epoch 48: 9402 / 10000
Epoch 49: 9406 / 10000
==== Training 784x40x30x10 ANN DONE... ======
==== Training 784x40x40x10 ANN ======
Epoch 0: 7613 / 10000
Epoch 1: 8521 / 10000
Epoch 2: 8754 / 10000
Epoch 3: 8902 / 10000
Epoch 4: 8955 / 10000
Epoch 5: 9008 / 10000
Epoch 6: 9076 / 10000
Epoch 7: 9114 / 10000
Epoch 8: 9135 / 10000
Epoch 9: 9175 / 10000
Epoch 10: 9191 / 10000
Epoch 11: 9211 / 10000
Epoch 12: 9234 / 10000
Epoch 13: 9245 / 10000
Epoch 14: 9257 / 10000
Epoch 15: 9273 / 10000
Epoch 16: 9302 / 10000
Epoch 17: 9316 / 10000
Epoch 18: 9314 / 10000
Epoch 19: 9327 / 10000
Epoch 20: 9347 / 10000
Epoch 21: 9348 / 10000
Epoch 22: 9348 / 10000
Epoch 23: 9362 / 10000
Epoch 24: 9358 / 10000
Epoch 25: 9375 / 10000
Epoch 26: 9371 / 10000
Epoch 27: 9379 / 10000
Epoch 28: 9380 / 10000
Epoch 29: 9381 / 10000
Epoch 30: 9380 / 10000
Epoch 31: 9391 / 10000
Epoch 32: 9383 / 10000
Epoch 33: 9397 / 10000
Epoch 34: 9393 / 10000
Epoch 35: 9395 / 10000
Epoch 36: 9388 / 10000
Epoch 37: 9402 / 10000
Epoch 38: 9409 / 10000
Epoch 39: 9405 / 10000
Epoch 40: 9397 / 10000
Epoch 41: 9399 / 10000
Epoch 42: 9402 / 10000
Epoch 43: 9411 / 10000
Epoch 44: 9422 / 10000
Epoch 45: 9412 / 10000
Epoch 46: 9408 / 10000
Epoch 47: 9419 / 10000
Epoch 48: 9420 / 10000
Epoch 49: 9418 / 10000
==== Training 784x40x40x10 ANN DONE... ======
==== Training 784x40x50x10 ANN ======
Epoch 0: 7800 / 10000
Epoch 1: 8542 / 10000
Epoch 2: 8786 / 10000
Epoch 3: 8926 / 10000
Epoch 4: 9003 / 10000
Epoch 5: 9072 / 10000
Epoch 6: 9138 / 10000
Epoch 7: 9162 / 10000
Epoch 8: 9175 / 10000
Epoch 9: 9217 / 10000
Epoch 10: 9249 / 10000
Epoch 11: 9276 / 10000
Epoch 12: 9264 / 10000
Epoch 13: 9308 / 10000
Epoch 14: 9313 / 10000
Epoch 15: 9340 / 10000
Epoch 16: 9342 / 10000
Epoch 17: 9344 / 10000
Epoch 18: 9349 / 10000
Epoch 19: 9361 / 10000
Epoch 20: 9372 / 10000
Epoch 21: 9374 / 10000
Epoch 22: 9381 / 10000
Epoch 23: 9397 / 10000
Epoch 24: 9394 / 10000
Epoch 25: 9395 / 10000
Epoch 26: 9413 / 10000
Epoch 27: 9405 / 10000
Epoch 28: 9413 / 10000
Epoch 29: 9418 / 10000
Epoch 30: 9420 / 10000
Epoch 31: 9422 / 10000
Epoch 32: 9435 / 10000
Epoch 33: 9423 / 10000
Epoch 34: 9430 / 10000
Epoch 35: 9424 / 10000
Epoch 36: 9440 / 10000
Epoch 37: 9437 / 10000
Epoch 38: 9440 / 10000
Epoch 39: 9440 / 10000
Epoch 40: 9431 / 10000
Epoch 41: 9456 / 10000
Epoch 42: 9459 / 10000
Epoch 43: 9447 / 10000
Epoch 44: 9450 / 10000
Epoch 45: 9452 / 10000
Epoch 46: 9465 / 10000
Epoch 47: 9462 / 10000
Epoch 48: 9457 / 10000
Epoch 49: 9468 / 10000
==== Training 784x40x50x10 ANN DONE... ======
==== Training 784x50x10x10 ANN ======
Epoch 0: 6213 / 10000
Epoch 1: 7732 / 10000
Epoch 2: 8415 / 10000
Epoch 3: 8694 / 10000
Epoch 4: 8845 / 10000
Epoch 5: 8921 / 10000
Epoch 6: 8987 / 10000
Epoch 7: 9065 / 10000
Epoch 8: 9105 / 10000
Epoch 9: 9123 / 10000
Epoch 10: 9150 / 10000
Epoch 11: 9158 / 10000
Epoch 12: 9193 / 10000
Epoch 13: 9197 / 10000
Epoch 14: 9218 / 10000
Epoch 15: 9233 / 10000
Epoch 16: 9244 / 10000
Epoch 17: 9252 / 10000
Epoch 18: 9260 / 10000
Epoch 19: 9269 / 10000
Epoch 20: 9279 / 10000
Epoch 21: 9288 / 10000
Epoch 22: 9298 / 10000
Epoch 23: 9302 / 10000
Epoch 24: 9312 / 10000
Epoch 25: 9331 / 10000
Epoch 26: 9333 / 10000
Epoch 27: 9327 / 10000
Epoch 28: 9334 / 10000
Epoch 29: 9345 / 10000
Epoch 30: 9339 / 10000
Epoch 31: 9336 / 10000
Epoch 32: 9352 / 10000
Epoch 33: 9361 / 10000
Epoch 34: 9360 / 10000
Epoch 35: 9374 / 10000
Epoch 36: 9367 / 10000
Epoch 37: 9363 / 10000
Epoch 38: 9372 / 10000
Epoch 39: 9386 / 10000
Epoch 40: 9384 / 10000
Epoch 41: 9380 / 10000
Epoch 42: 9384 / 10000
Epoch 43: 9397 / 10000
Epoch 44: 9392 / 10000
Epoch 45: 9403 / 10000
Epoch 46: 9399 / 10000
Epoch 47: 9406 / 10000
Epoch 48: 9401 / 10000
Epoch 49: 9399 / 10000
==== Training 784x50x10x10 ANN DONE... ======
==== Training 784x50x20x10 ANN ======
Epoch 0: 7559 / 10000
Epoch 1: 8449 / 10000
Epoch 2: 8714 / 10000
Epoch 3: 8866 / 10000
Epoch 4: 8968 / 10000
Epoch 5: 9028 / 10000
Epoch 6: 9075 / 10000
Epoch 7: 9105 / 10000
Epoch 8: 9148 / 10000
Epoch 9: 9173 / 10000
Epoch 10: 9200 / 10000
Epoch 11: 9210 / 10000
Epoch 12: 9230 / 10000
Epoch 13: 9250 / 10000
Epoch 14: 9257 / 10000
Epoch 15: 9269 / 10000
Epoch 16: 9290 / 10000
Epoch 17: 9300 / 10000
Epoch 18: 9308 / 10000
Epoch 19: 9300 / 10000
Epoch 20: 9309 / 10000
Epoch 21: 9335 / 10000
Epoch 22: 9359 / 10000
Epoch 23: 9351 / 10000
Epoch 24: 9367 / 10000
Epoch 25: 9361 / 10000
Epoch 26: 9372 / 10000
Epoch 27: 9384 / 10000
Epoch 28: 9373 / 10000
Epoch 29: 9380 / 10000
Epoch 30: 9389 / 10000
Epoch 31: 9393 / 10000
Epoch 32: 9390 / 10000
Epoch 33: 9409 / 10000
Epoch 34: 9396 / 10000
Epoch 35: 9414 / 10000
Epoch 36: 9406 / 10000
Epoch 37: 9419 / 10000
Epoch 38: 9405 / 10000
Epoch 39: 9417 / 10000
Epoch 40: 9417 / 10000
Epoch 41: 9421 / 10000
Epoch 42: 9425 / 10000
Epoch 43: 9428 / 10000
Epoch 44: 9433 / 10000
Epoch 45: 9426 / 10000
Epoch 46: 9438 / 10000
Epoch 47: 9432 / 10000
Epoch 48: 9430 / 10000
Epoch 49: 9437 / 10000
==== Training 784x50x20x10 ANN DONE... ======
==== Training 784x50x30x10 ANN ======
Epoch 0: 7829 / 10000
Epoch 1: 8534 / 10000
Epoch 2: 8745 / 10000
Epoch 3: 8852 / 10000
Epoch 4: 8924 / 10000
Epoch 5: 9014 / 10000
Epoch 6: 9068 / 10000
Epoch 7: 9115 / 10000
Epoch 8: 9131 / 10000
Epoch 9: 9157 / 10000
Epoch 10: 9179 / 10000
Epoch 11: 9199 / 10000
Epoch 12: 9235 / 10000
Epoch 13: 9235 / 10000
Epoch 14: 9272 / 10000
Epoch 15: 9261 / 10000
Epoch 16: 9268 / 10000
Epoch 17: 9292 / 10000
Epoch 18: 9305 / 10000
Epoch 19: 9320 / 10000
Epoch 20: 9313 / 10000
Epoch 21: 9335 / 10000
Epoch 22: 9348 / 10000
Epoch 23: 9354 / 10000
Epoch 24: 9365 / 10000
Epoch 25: 9365 / 10000
Epoch 26: 9384 / 10000
Epoch 27: 9377 / 10000
Epoch 28: 9381 / 10000
Epoch 29: 9387 / 10000
Epoch 30: 9396 / 10000
Epoch 31: 9395 / 10000
Epoch 32: 9399 / 10000
Epoch 33: 9396 / 10000
Epoch 34: 9396 / 10000
Epoch 35: 9407 / 10000
Epoch 36: 9406 / 10000
Epoch 37: 9409 / 10000
Epoch 38: 9421 / 10000
Epoch 39: 9424 / 10000
Epoch 40: 9425 / 10000
Epoch 41: 9418 / 10000
Epoch 42: 9423 / 10000
Epoch 43: 9427 / 10000
Epoch 44: 9437 / 10000
Epoch 45: 9431 / 10000
Epoch 46: 9418 / 10000
Epoch 47: 9426 / 10000
Epoch 48: 9425 / 10000
Epoch 49: 9435 / 10000
==== Training 784x50x30x10 ANN DONE... ======
==== Training 784x50x40x10 ANN ======
Epoch 0: 6959 / 10000
Epoch 1: 7707 / 10000
Epoch 2: 7930 / 10000
Epoch 3: 8045 / 10000
Epoch 4: 8126 / 10000
Epoch 5: 8940 / 10000
Epoch 6: 9036 / 10000
Epoch 7: 9108 / 10000
Epoch 8: 9162 / 10000
Epoch 9: 9198 / 10000
Epoch 10: 9205 / 10000
Epoch 11: 9258 / 10000
Epoch 12: 9258 / 10000
Epoch 13: 9285 / 10000
Epoch 14: 9315 / 10000
Epoch 15: 9313 / 10000
Epoch 16: 9339 / 10000
Epoch 17: 9347 / 10000
Epoch 18: 9349 / 10000
Epoch 19: 9353 / 10000
Epoch 20: 9358 / 10000
Epoch 21: 9364 / 10000
Epoch 22: 9374 / 10000
Epoch 23: 9370 / 10000
Epoch 24: 9403 / 10000
Epoch 25: 9386 / 10000
Epoch 26: 9384 / 10000
Epoch 27: 9400 / 10000
Epoch 28: 9405 / 10000
Epoch 29: 9396 / 10000
Epoch 30: 9412 / 10000
Epoch 31: 9418 / 10000
Epoch 32: 9423 / 10000
Epoch 33: 9427 / 10000
Epoch 34: 9428 / 10000
Epoch 35: 9445 / 10000
Epoch 36: 9431 / 10000
Epoch 37: 9446 / 10000
Epoch 38: 9455 / 10000
Epoch 39: 9443 / 10000
Epoch 40: 9452 / 10000
Epoch 41: 9464 / 10000
Epoch 42: 9450 / 10000
Epoch 43: 9451 / 10000
Epoch 44: 9458 / 10000
Epoch 45: 9459 / 10000
Epoch 46: 9455 / 10000
Epoch 47: 9463 / 10000
Epoch 48: 9459 / 10000
Epoch 49: 9467 / 10000
==== Training 784x50x40x10 ANN DONE... ======
==== Training 784x50x50x10 ANN ======
Epoch 0: 7169 / 10000
Epoch 1: 7859 / 10000
Epoch 2: 8082 / 10000
Epoch 3: 8189 / 10000
Epoch 4: 8270 / 10000
Epoch 5: 8319 / 10000
Epoch 6: 8345 / 10000
Epoch 7: 8387 / 10000
Epoch 8: 8397 / 10000
Epoch 9: 8402 / 10000
Epoch 10: 8432 / 10000
Epoch 11: 8442 / 10000
Epoch 12: 8450 / 10000
Epoch 13: 8471 / 10000
Epoch 14: 8477 / 10000
Epoch 15: 8492 / 10000
Epoch 16: 8496 / 10000
Epoch 17: 8513 / 10000
Epoch 18: 8527 / 10000
Epoch 19: 8528 / 10000
Epoch 20: 8536 / 10000
Epoch 21: 8541 / 10000
Epoch 22: 8555 / 10000
Epoch 23: 8556 / 10000
Epoch 24: 8544 / 10000
Epoch 25: 8565 / 10000
Epoch 26: 8559 / 10000
Epoch 27: 8568 / 10000
Epoch 28: 8577 / 10000
Epoch 29: 8568 / 10000
Epoch 30: 8579 / 10000
Epoch 31: 8581 / 10000
Epoch 32: 8583 / 10000
Epoch 33: 8615 / 10000
Epoch 34: 9293 / 10000
Epoch 35: 9337 / 10000
Epoch 36: 9355 / 10000
Epoch 37: 9363 / 10000
Epoch 38: 9359 / 10000
Epoch 39: 9372 / 10000
Epoch 40: 9381 / 10000
Epoch 41: 9396 / 10000
Epoch 42: 9389 / 10000
Epoch 43: 9397 / 10000
Epoch 44: 9403 / 10000
Epoch 45: 9408 / 10000
Epoch 46: 9416 / 10000
Epoch 47: 9402 / 10000
Epoch 48: 9397 / 10000
Epoch 49: 9420 / 10000
==== Training 784x50x50x10 ANN DONE... ======




